 APARTAMENTO EN RENTA ZONA 10 - 114mts2 IQ10,Zona 10 ,"$1,350 ","APARTAMENTO EN RENTA IQ1015 avenida 16-37 zona 10Construcción 114mts2 - Nivel 162 Parqueos individualesSala, comedor, cocina con ... "
" Apartamento Loft de dos habitaciones, en renta, en Zona 16.",Zona 16 ,"Q7,500 ","Apartamento de dos cuarto en alquiler, tipo Loft de dos niveles, con acabados exclusivos.PRECIO: Q. 7,500Características del apartamento:- ... "
" Apartamento Loft en renta, una habitación en Zona 16.",Zona 16 ,"Q5,250 ","Apartamento de un cuarto en alquiler, tipo Loft de dos niveles, con acabados exclusivos.PRECIO: Q. 5,250Características del apartamento:- 1 ... "
 Apartamento zona uno,Zona 1 ,"Q3,000 ",Bonito apartamento tipo estudio en zona 1 edificio 3once- Una habitación con cama matrimonial y sabanas- Un baño privado- Cocina equipada con ... 
" Apartamento en Renta Z.11, Edificio Parque 11",Zona 11 ,"Q5,500 ","Apartamento en Renta Z.11,Edificio Parque 11Descripción :3 Habitaciones,2 baños,2 Parqueos,Amenidades :GimnasioPiscinaSalón ... "
" Apartamento en Renta Edificio Vhista, Zona 15",Guatemala City ,"$1,600 ",114 metros + 25 mts de parqueoNivel AltoEspecificaciones del Apartamento2 habitacionesHabitacion principal con walk ing closet y baño ... 
 Rento Apartamento Amueblado sector B-1 San Cristóbal,Mixco ,"Q3,900 ","Apartamento Amueblado en Renta San Cristóbal, Sector B-1• 1 habitación• 1 baño• Sala – Comedor• Cocina - Área de lavandería• 1 ... "
 Apartamento Amueblado en Renta Zona 10 Casalini,Guatemala City ,$850.00 ,CompletamenteAmueblado y Decorado• 1habitación• 1½ baños• 1parqueo• Sala– Comedor – Cocina•Balcón•55 ... 
" Apartamento en Renta Zona 14 Las Américas, San Ángel",Guatemala City ,"$2,000 ",Apartamento en Alquiler Zona 14• 3 habitaciones• 2 ½ baños• Sala – Comedor – Cocina – Alacena• 3 parqueos• Balcón• Área de ... 
,,,
 Apartamento en Renta Zona 10 cerca de Los Próceres,Guatemala City ,"Q5,500 ",Apartamentomoderno y céntrico en renta• 1habitación• 1baño• 1parqueo•Sala – Comedor – Cocina•Área de ... 
,,,
" Apartamento Amueblado en Renta Zona 4 Guatemala, Modra",Guatemala City ,"$1,000.00 ",ApartamentoAmueblado en Alquiler Modra Zona 4• 2habitaciones• 1baño completo• 1paqueo•Sala – Comedor – ... 
 Apartamento en Alquiler Zona 11 Edificio Vertical Once,Guatemala City ,"Q5,500 ","Moderno, iluminado y ventilado• 3 habitaciones• 2 ½ baños• 2 parqueos• 2 salas• Comedor – Cocina• BalcónUbicación: Edificio Vertical ... "
 ALQUILER APARTAMENTO AMUEBLADO EN ZONA 9 / ACODI,Zona 9 ,$900.00 ,Edificio– Gimnasio– Business center– Juegos infantiles– Salón social– Parqueo para visitas– SeguridadApartamento– Área de ... 
 ALQUILER APARTAMENTO AMUEBLADO EN ZONA 9 / ACODI,Zona 9 ,$900.00 ,Edificio– Gimnasio– Business center– Juegos infantiles– Salón social– Parqueo para visitas– SeguridadApartamento– Área de ... 
 RENTO APARTAMENTO EN CASALINI ZONA 10 Diagonal 6,Zona 10 ,$750.00 ,RENTO APARTAMENTO EN CASALINI ZONA 10 Diagonal 6•• 55.8 mts2- 1 HABITACIÓN- 1 Baño completo mas un baño de visitas- Cocina y ... 
,,,
 Renta Apartamento Zona 15 codigo.CA31211,Zona 15 ,"$1,200 ",98 mts23 habitacionesMaster con walk-in closet y baño privado2 habitaciones secundarias con closet de pared y baño compartidoSala familiarÁrea ... 
 Renta Apartamento Amueblado Zona 15 codigo.DA31207A,Zona 15 ,"$1,600 ",Metraje Total 138.28Desglose:114.28 (107.35 apt + 6.71 balcon)25.00 (12.5 * 2 parqueos)Detalles:Nivel altoCocina equipadaComedorSala2 ... 
 Renta Apartamento Zona 15 codigo.DA31207,Zona 15 ,"$1,300 ",Metraje Total 138.28Desglose:114.28 (107.35 apt + 6.71 balcon)25.00 (12.5 * 2 parqueos)Detalles:Nivel altoCocina equipadaComedorSala2 ... 
" 14,",Zona 14 ,"Q6,000 ","Sector LA VILLA* 85 mts2. De construcción* 3 Dormitorios ( Principal con W.C. y baño privado, secundarios comparten baño )* Sala con balcón ... Ver más"
 Renta de apartamento en zona 15,Zona 15 ,"$1,300 ",Edificio Vhista- 114 mts2- Sala- Comedor- Cocina- 2 habitaciones- 2.5 baños- Balcón- Linea blanca- 2 parqueos 
 RENTO APARTAMENTO EN EDIFICIO PAMPLONA SOBRE 1era Calle zona 13,Zona 13 ,"Q5,500 ",RENTO APARTAMENTO EN EDIFICIO PAMPLONA SOBRE 1era Calle zona 13- 66 mts2- 2 HABITACIONES- 2 baños completos- Sala y comedor con balcon con ... 
 Alquilo apartamento en zona 10 Edificio Ferrara,Zona 10 ,$950.00 ,"• Alquilo apartamento en zona 10, Edificio Ferrara 10.• Disponible a partir del 01 de mayo de 2023.•• Apartamento con doble altura, ... "
 Apartamento 1 habitacion en renta Zona 15,Zona 15 ,"Q5,550 ",Apartamento en rentaZona 15 • VH 2Tipo estudioEscríbenos en Whatsapp•Sala comedor cocina•Lavandería•1 dormitorio•1 baño•1 ... 
 Apartamento en renta en zona 15 con línea blanco o amueblado completo,Zona 15 ,"$1,300 ",Cuenta con:Metraje Total 138.28Desglose:114.28 (107.35 apt + 6.71 balcon)25.00 (12.5 * 2 parqueos)Detalles:Cocina equipadaComedorSala2 ... 
,,,
 Zona 1 centro histórico para estrenar,Zona 1 ,"Q3,800 ",Barrio Candelaria zona frente al cerrito del Carmen. El apartamento cuenta con área de: 2 dormitorios Sala comedor Cocina 1 baño Área de ... 
,,,
" Apartamento en renta pacífica plaza ,zona 14.",Zona 14 ,"$1,200 ","Amplio apartamento en renta zona 14 de 150 mts de construcción, cuenta con tres habitaciones, dos Baños completos , sala familiar, cocina , ... "
 Apartamento zona 3 de Mixco,Zona 3 ,"Q3,500 ","El apartamento está cerca de: centro comercial Monserrat, metamercado, cemaco exprese, eskala Roosevelt. Se encuentra en un area con seguridad y un ... "
 RENTO APARTAMENTO EN PACIFICA PLAZA ZONA 14,Zona 14 ,"$1,500 ","- Edificio : Piscina , Juegos para niños , Jardines , GyM , Elevadores , Área social.- RECIÉN REMODELADO- Ubicado en nivel alto.- Con vista a ... Ver más"
 RENTO APARTAMENTO EN PASAJE ESPAÑOL KM 16.5 RUTA A EL SALVADOR,San José Pinula ,"Q4,500 ","Nivel bajo 105 m²3 Habitaciones la principal con baño y walking closet2 Habitaciones comparten bañoSala, comedor, cocina y lavanderíaBodega ... "
 APARTAMENTO EN RENTA EN EDIFICO VILLA REAL ZONA 10,Zona 10 ,$850.00 ,"SalaComedorCocina con gabinetes2 Habitaciones2 BañosDormitorio de servicioAmenidades; piscina, salón social, área verde, pet ... "
,,,
" Alquiler de apartamento, Tres cuartos, con terraza y balcón en Montebello 1.",Zona 15 ,$925.00 ,"Apartamento En renta, tres habitaciones, en Montebello 1.Ubicado al final de zona 15, por hotel Hilton.Edificio Vista Bella Dos, km. 9.5 CAES, ... "
 Apartamento en renta zona 10,Zona 10 ,"$1,100 ","Cuenta con:1 dormitorio1 parqueoSalaComedorCocinaÁrea de LavanderiaBalcón1.5 BañosPrecio $1,100.00 incluye mantenimientoEB-ND2201 "
" Apartamento en renta, excelente ubicación Zona 14 Ref-2953",Guatemala City ,"$1,500 ","Apartamento en renta, excelente ubicación Zona 14 Ref-2953220 mtsNivel alto vista hacia la Cañada3 HabitacionesHabitación principal con ... "
 Alquilo Apartamento en Zona 15,Zona 15 ,$834.00 ,"APARTAMENTO DE 60 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 15* 60 m2 de construcción* 1 Habitación* 1 Baño* 1 ParqueoHabitación 1: Balcón, ... Ver más"
 Alquilo Apartamento en Zona 15,Zona 15 ,$780.00 ,"APARTAMENTO DE 61 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 15* 61 m2 de construcción* 2 Habitaciones* 1 Baño* 2 ParqueosHabitación 1: ... "
 Alquilo Apartamento en Zona 10,Zona 10 ,$770.00 ,"APARTAMENTO DE 75 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 10* 75 m2 de construcción* 2 Habitaciones* 2 Baños* 2 ParqueosHabitación 1: Baño, ... "
 Alquilo Apartamento en Zona 01,Zona 1 ,$475.00 ,"APARTAMENTO DE 38 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 01* 38 m2 de construcción* 1 Habitación* 1 BañoHabitación 1: Balcón, ... "
 Alquilo Apartamento en Zona 10,Zona 10 ,"$1,800 ","APARTAMENTO DE 244.12 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 10* 244.12 m2 de construcción* 3 Habitaciones* 3.5 Baños* 3 ParqueosHabitación ... "
 Alquilo Apartamento en Zona 10,Zona 10 ,$600.00 ,"APARTAMENTO DE 85 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 10* 85 m2 de construcción* 1 Habitación* 1 BañoHabitación 1: Walk in ... "
,,,
 Alquilo Apartamento en Zona 01,Zona 1 ,$460.00 ,"APARTAMENTO DE 39 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 01* 39 m2 de construcción* 1 Habitación* 1 BañoOtros: Balcon, Cocina, Lavanderia, ... "
,,,
 Alquilo Apartamento en Zona 10,Zona 10 ,"$1,700 ","APARTAMENTO DE 200 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 10* 200 m2 de construcción* 3 Habitaciones* 2.5 Baños* 2 ParqueosHabitación 1: ... "
 Alquilo Apartamento en Zona 10,Zona 10 ,"$1,200 ","APARTAMENTO DE 67 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 10* 67 m2 de construcción* 1 Habitación* 1 Baño* 1 ParqueoHabitación 1: Balcón, ... Ver más"
 Alquilo Apartamento en Zona 10,Zona 10 ,"$1,200 ","APARTAMENTO DE 67 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 10* 67 m2 de construcción* 1 Habitación* 1 Baño* 1 ParqueoHabitación 1: ... "
 Alquilo Apartamento en Zona 15,Zona 15 ,"$1,000.00 ","APARTAMENTO DE 170 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 15* 170 m2 de construcción* 3 Habitaciones* 2.5 Baños* 2 ParqueosHabitación 1: ... "
 Alquilo Apartamento en Zona 04,Zona 4 ,"$1,650 ","APARTAMENTO DE 111 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 04* 111 m2 de construcción* 3 Habitaciones* 3 Baños* 2 ParqueosHabitación 1: ... "
,,,
 Apartamento 3 habitaciones zona 5,Zona 5 ,"Q5,000 ","Bello apartamento equipado• 3 habitaciones en totalPrincipal con cama Queen, closet y accesoriosSecundaria con mesa de noche ideal para ... "
 ALQUILER DE APARTAMENTO EN ZONA 14 GANGA!!!,Zona 14 ,"$1,350 (Rebajado 10%)","ALQUILER DE APARTAMENTO EN ZONA 14DE 250 MTS. , CERCANO A EUROPLAZAPrecio Renta: $1,350.00 (incluye Mantenimiento)Info: Maritza/Amplio ... "
 RENTO APARTAMENTO EN EDIFICIO PAMPLONA SOBRE 1era Calle zona 13,Zona 13 ,"Q5,500 ",RENTO APARTAMENTO EN EDIFICIO PAMPLONA SOBRE 1era Calle zona 13- 66 mts2- 2 HABITACIONES- 2 baños completos- Sala y comedor con balcon con ... 
 RENTO APARTAMENTO EN CENTRO VIVO ZONA 1,Zona 1 ,"Q4,300 ","65 m² + 15 m² balcón panorámicoSala, comedor cocina incluye refrigerador y cook top con horno1 DormitorioPet Friendly1 Parqueo1 ... "
" Alquilo apartamento en Terrazas de Villa Flores, San Miguel Petapa",Guatemala ,"Q2,900 ","Se alquila apartamento en Terrazas de Villa Flores Zona 7 San Petapa, a la par de Eco Centro Alámos, km. 15.5 carretera a Villa Canales.Doble garita ... "
 SE RENTA APARTAMENTO CON JARDIN EN EDIFICIO VISTAS DE LAS CHARCAS ZONA 11,Zona 11 ,"Q5,000 ",Nivel 183.5mts2 de Construcción2 Habitaciones2 Baños Completos2 Parqueos TANDEMSalaComedorCocina Con GabinetesÁrea de Lavandería ... 
 Apartamento en renta zona 15 VH 2,Zona 15 ,$825.00 ,Sala comedorCocinaBalcónLavandería2 dormitorios con closet2 baños completos80mts2 parqueos1 bodegaRenta $. 825.00 incluye ... 
 Apartamento tipo estudio en renta zona 15 VH 2,Zona 15 ,$700.00 ,Sala comedor cocinaLavandería1 dormitorio1 baño1 parqueoRenta $. 700.00 incluye mantenimientoÁreas socialesSalón socialGymTerraza 
 Alquilo apartamento Nuevo en zona 10 Reserva Diez,Zona 10 ,"$1,850 ","• Alquiler de precioso Apartamento Nuevo en Zona 10 - RESERVA 10, nivel medio alto con bonita vista.  A pocos pasos de Okland Mall, Design Center, ... Ver más"
,,,
 Apartamento en Zona 15 CERCA DE HOSPITAL EL PILAR,Zona 15 ,$775.00 ,Edificio con PISCINAZona 15 cerca de HOSPITAL EL PILARAPTO.salacomedorcocina2 dorms.1 bañocompletoarea lavanderiacuarto servicio con ... 
,,,
 Apartamento amueblado en zona 15 tipo Loft.,Zona 15 ,"Q6,200 ","49m2, 1 dormitorio, sala, comedor, baño y 1 parqueo.Área de lavandería compartida con los demás aptos.Precio Q6200 + IVA ( ... "
 Apartamento en alquiler,Zona 3 ,"Q4,500 ",Rento apartamento en un muy buen punto se encuentra en la zona 3 esta en un lugar centrico.. 
 Alquiler apartamento zona 1 ciudad capital,Zona 1 ,"Q4,000 ","APARTAMENTO EN RENTA ZONA 1: Una habitación, 1 baño completo, sala amplia, comedor amplio, cocina amplia, totalmente amueblado, a 2 cuadras del ... "
 Apartamento amueblado 1 habitación renta zona 15,Zona 15 ,"$1,200 ",Apartamento amueblado 1 habitación renta zona 15PARQUE15Amueblado1 habitación1 Baño completoBaño de visitasCocina abiertaSalaBalcón ... 
 APARTAMENTO,Zona 12 ,"Q1,700 ","Rento 3 cuartos cumunicados entre si con bano privado, uno de los cuartos tiene lavaplatos, bano privado. Se renta por Q1700.00 todo incluido: luz, ... "
,,,
 RENTO APARTAMENTO DE 4 HABITACIÓNES EN EDIFICIO REAL REFORMA ZONA 9,Zona 9 ,"$1,200 ",Ubicación: Edificio Real Reforma Zona 9Área de construcción: 150 m2Especificaciones:- Sala- Comedor- Cocina- 4 habitaciones- 3 baños- ... Ver más
 RENTO APARTAMENTO DE 3 HABITACIONES EN EDIFICIO PORTICO ZONA 7,Zona 7 ,"Q5,300 ","Ubicación: Edificio Pórtico Zona 7, A media cuadra de la Calzada RoosevelthInmediato a las colonias Toledo y UtatlánÁrea de construcción: 98 ... "
 RENTO APARTAMENTO DE 2 HABITACION EN EDIFICIO TRES15 ZONA 13,Zona 13 ,"Q9,000 ","Ubicación: Edificio Tres 15, Zona 13Vistas hacía Avenida Las Americas, zona 13 y 14, volcanes y parte de pista de Aeropuerto.Área de ... "
 APARTAMENTO RENTA 3 HABITACIONES PARQUE 10/MI,Zona 10 ,"$1,100 ","Mundo Inmobiliario renta apartamento en una de las zonas más accesibles e importantes, Ubicado a minutos de Oakland Mall.El apartamento cuenta con ... Ver más"
 Apartamento renta 1 habitación zona 15,Zona 15 ,$500.00 ,"Apartamento renta 1 habitación zona 15Casa real1 dormitorio1 bañobalcónCocina1 parqueoServicios incluidos: Internet cable agua, basura y ... "
 Apartamento en renta zona 10 cerca de todo,Zona 10 ,$700.00 ,Apartamento en renta zona 10 excelente ubicación60 mt2 mas 1 parqueo1 habitaciónSala comedor cocinaBonita vistaIncluye línea blanca ... 
 Alquiler de apartamento zona 10 c/ cuarto de servicio,Zona 10 ,"$1,100 ","Apartamento en renta zona 10Preciosa vista a los volcanes120 mt2 mas 25 mt2 de parqueos y bodega2 habitaciones, principal con Walk-in closet y ... "
 Townhouse en renta de 3 habitaciones en zona 15,Zona 15 ,"$1,300 ","Townhouse en renta de 3 habitaciones en zona 15Condominio Las Terrazas3 habitaciones, dos baños, está remodelado, incluye toda la línea blanca ... Ver más"
 En Renta Apartamento Residencial 3 habitaciones zona 10,Guatemala City ,"$1,000.00 ","Viva en área céntrica a pocos minutos de todo. Zona 10, cercana a Diagonal y Próceres. A Muy pocos minutos de Centros Comerciales, Oakland Mall, ... Ver más"
,,,
 Alquilo Apartamento en Zona 13,Zona 13 ,$900.00 ,"APARTAMENTO DE 137 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 13* 137 m2 de construcción* 2 Habitaciones* 2.5 Baños* 2 ParqueosHabitación 1: ... "
,,,
" Apartamento en Hacienda Real zona 16, primer nivel.", Zona 16 ,"Q5,500 ","Área: 100mt2El apartamento cuenta con:Sala, comedor, CocinaHabitación principal con w/k y baño privadoLas otras dos habitaciones comparten ... "
 Apartamento en alquiler zona 10,Zona 10 ,"$1,240 ",Extensión 201.84 mt23 ParqueosCaracterísticas:-Ingreso principal-Sala-Comedor-Pasillo con closet de blancos-Habitación principal con ... 
 Apartamento en alquiler zona 13,Zona 13 ,$750.00 ,"52 mts. Este apto tiene sala, comedor, cocina, lavandería, 2 dormitorios 2 baños, 2 parqueos tenden.El apartamento cuenta con Gimnasio jardín ... "
 ALQUILO : Apartamento de 2 habitaciones en sector USAC z.12,Zona 12 ,"Q3,300 ","GENERALIDADES : 2 habitaciones con closet , sala comedor , cocina independiente amueblada , lavanderia independiente con conexiones a lavadora y ... "
" APARTAMENTO EN RENTA ZONA 10, EDIFICIO PARQUE 10",Zona 10 ,"Q8,800 ","APARTAMENTO EN RENTA ZONA 10, EDIFICIO PARQUE 1093 m2 de construcción / 3 habitaciones / 2 baños / 2 parqueos / Sala familiar / Balcón / Incluye ... Ver más"
,,,
" Apartamento con linea blanca , buena ubicación",Zona 10 ,$900.00 ,"Se alquila apartamento a pocas cuadras de Oakland Mall , Zona 10Características del inmueble:2 dormitorios de muy buen tamaño / con Closet cada ... Ver más"
" Alquilo amplio apartamento de 2 habitaciones en zona 10, Vivalt, excelente ubicación!",Zona 10 ,"$1,200 ","Alquilo amplio apartamento de 2 habitaciones en zona 10, Vivalt, excelente ubicación!El apartamento cuenta con:-	2 Habitaciones-	126m2 (118m2 ... "
 Zona 15 edificio Liv apartamento 3 habitaciones,Zona 15 ,"$1,500 ","Lindo apartamento en renta edificio Liv 3 habitaciones, 2.5 baños, cuarto de servicio con baño, área de lavandería , sala-comedor con salida a ... "
" APARTAMENTO EN RENTA ZONA 10, EDIFICIO PARQUE 10",Zona 10 ,"Q8,000 ","APARTAMENTO EN RENTA PARQUE 10, ZONA 1085 m2 de construcción / 3 habitaciones / 2 baños / 2 parqueos / Balcón / Área de lavandería / Incluye ... "
" Alquilo Apartamento de 3 habitaciones, en Edificio Portico, zona 7",Zona 7 ,"Q5,500 ","Este completo apartamento, en Edificio Portico, zona 7, cuenta con 98mts2. de construccióncon excelente ubicación: entre la Calzada Mateo Flores y ... Ver más"
 Apartamento en Renta en San Cristobal zona 8 Mixco,Guatemala City ,"Q3,000 ",El apartamento cuenta con:Vestíbulo de entradasala y comedor separados2 habitaciones con closetCocina con instalación para estufa de gas ... 
 Apartamento en Alquiler en Edificio La Candelaria zona 14,Guatemala City ,"$2,500 ",Apartamento con 2 plantas.Planta Baja ( 161.7 m2)Amplio recibidorBaño de visitasComedorCocina con linea blanca completaDesayunador... 
 Apartamento en alquiler para estrenar zona 14,Zona 14 ,"$1,350 ","CODIGO DE PROPIEDAD 1869-108 mts2-2 parqueos-2 baño-Sala/ comedor-2 habitaciones-Jardín con pérgola-Linea blanca completaPrecio: $ 1,350 ... "
 Apartamento amueblado en alquiler zona 10,Zona 10 ,$800.00 ,CODIGO DE PROPIEDAD 1874-65 mts2-2 parqueos-1 baño-Sala/ comedor-1 habitación-Linea blanca completa-BalcónPrecio: $ 800 con mantenimiento ... Ver más
,,,
" full amueblado y equipado , Cerca de Oakland Mall",Zona 10 ,"$1,150 ","Se alquila apartamento a pocas cuadras de Oakland MallEl apartamento se encuentra full amueblado y equipado, es ideal y perfecto para extranjeros ... "
,,,
 Apartamento BARI,Santa Bárbara ,"Q3,450 ",Apartamento nuevo en BARI Carretera a el SalvadorNivel 7Descripción:•Parqueo para 2 vehículos•Sala y comedor con •Balcón•Cocina ... 
 Apartamento amueblado en zona 15 tipo Loft.,Zona 15 ,"Q6,500 ","Cuenta con:49m2, 1 dormitorio, sala, comedor, baño y 1 parqueo.Área de lavandería compartida con los demás aptos.Precio de renta Q6500 + IVA ... "
" APARTAMENTO EN RENTA CASA ACUEDUCTO, ZONA 10",Zona 10 ,"$1,700 ","APARTAMENTO EN RENTA CASA ACUEDUCTO ZONA 10Precio renta: $ 1,700.00 sin muebles más IVA$ 1,900.00 con muebles más ... "
 APARTAMENTO EN RENTA EN ZONA 10/MUNDO INMOBILIARIO,Zona 10 ,$500.00 ,"Mundo Inmobiliario renta Apartamento Tipo Studio.El apartamento es de un solo ambiente, no tiene habitación, cuenta con balcón, sala, comedor, ... "
" Terrazas de Villa Flores, San Miguel Petapa (Renta)",Villa Canales ,"Q2,700 ",Apto. Ubicado en el km 15.5 carretera a villa canales z.7 San Miguel Petapa Torres de VillafloresEl apartamento cuenta con:2 Habitaciones1 ... 
,,,
 Alquilo Apartamentos amueblados en zona 15 | ACODI,Zona 15 ,"$1,250 ",Edificio Vestíbulo y recepciónSalón de usos múltiplesLoungeGimnasioPozo propio2 elevadoresTerraza socialParqueo de visitasDoble ... 
 RENTO APARTAMENTO EN LA REFORMITA ZONA 12,Zona 12 ,"$1,900 ","A tan sólo 2 minutos de la USAC. Ideal para estudiantes, personas solas o parejas.De 1 Habitación y 1 baño.No mascota, No NiñosCuenta con ... "
 RENTO APARTAMENTO EN SALVATTORE ZONA 10 CERCA A FONTABELLA,Zona 10 ,"$1,350 ",Sala con balcónComedorCocina equipada2 Habitaciones la principal con walking closet y baño2 Baños2 ParqueosPrecio de renta ... 
